agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,fail_server_full_or_incompatible
ECT,normal,normal,True,normal_normal,1,90001,49.0,41.0,8.0,0.8367346938775511,759.5547605833133,1.0,1329.8042409363366,10700.0,90001.0,10000.0,0.0,49.0,-56.628630325910166,1191.5413343472792,0.0,8.0,8.0,0.0,8.0,31.14174518391584,12.5,0.0,4.614159273848581,13.298042409363367,4.8609853007498875,-15.57087259195792,-37.5,0.0,-1.3842477821545742,-2.659608481872673,0.4860985300749886,0.0
PPO,normal,normal,True,normal_normal,1,90001,49.0,40.0,9.0,0.8163265306122449,776.0794658585708,1.0,1332.787981012753,10700.0,90001.0,10000.0,0.0,49.0,-59.63169574528382,1219.9576385450252,0.0,9.0,9.0,0.0,9.0,31.043178634342826,13.5,0.0,4.7783148609365815,13.327879810127529,4.8896399219405655,-15.521589317171413,-40.5,0.0,-1.433494458280974,-2.665575962025506,0.48896399219405656,0.0
FIFO,normal,normal,True,normal_normal,2,90002,55.0,1.0,54.0,0.01818181818181818,1898.0689303971844,1.0,3944.578002863147,36800.0,90002.0,10000.0,0.0,55.0,-200.23275954550354,1898.0689303971844,0.0,54.0,54.0,0.0,54.0,1.8980689303971845,61.5,0.0,23.04730577548155,39.445780028631475,0.19622658065839277,-0.9490344651985922,-184.5,0.0,-6.914191732644464,-7.889156005726294,0.01962265806583928,0.0
RoundRobin,normal,normal,True,normal_normal,2,90002,55.0,23.0,32.0,0.41818181818181815,700.1404027531078,1.0,1915.460488215587,16790.0,90002.0,10000.0,0.0,55.0,-140.88498642403607,971.6138453857887,0.0,32.0,32.0,0.0,32.0,16.103229263321477,42.5,0.0,6.021712938878525,19.154604882155866,3.040630657193771,-8.051614631660739,-127.5,0.0,-1.8065138816635564,-3.830920976431175,0.30406306571937713,0.0
Random,normal,normal,True,normal_normal,2,90002,55.0,25.0,30.0,0.45454545454545453,819.1556757998845,0.96,1993.3715246364113,17480.0,90002.0,10000.0,0.0,55.0,-137.14953022557955,1532.8326243784309,1.0,30.0,31.0,0.0,30.0,20.478891894997112,40.5,0.0,5.8184687630831355,19.933715246364116,3.2219940011678774,-10.239445947498556,-121.5,0.0,-1.74554062892494,-3.9867430492728224,0.3221994001167879,0.0
Greedy,normal,normal,True,normal_normal,2,90002,55.0,29.0,26.0,0.5272727272727272,733.5432421261396,0.9655172413793104,1414.910039761479,11760.0,90002.0,10000.0,0.0,55.0,-119.63214283185452,1247.531338090651,1.0,26.0,27.0,0.0,26.0,21.272754021658056,35.0,0.0,5.29102833678078,14.149100397614793,4.213627595316973,-10.636377010829028,-105.0,0.0,-1.5873085010342332,-2.8298200795229573,0.42136275953169733,0.0
ECT,normal,normal,True,normal_normal,2,90002,55.0,42.0,13.0,0.7636363636363637,680.0229103575023,0.9761904761904762,1267.8216919073038,10110.0,90002.0,10000.0,0.0,55.0,-80.64670228860147,986.7272596515313,1.0,13.0,14.0,0.0,13.0,28.560962235015086,21.0,0.0,4.560321844445108,12.678216919073039,5.375187660542432,-14.280481117507543,-63.0,0.0,-1.3680965533335323,-2.5356433838146075,0.537518766054243,0.0
PPO,normal,normal,True,normal_normal,2,90002,55.0,41.0,14.0,0.7454545454545455,679.5006637489258,1.0,1276.6141587020566,10150.0,90002.0,10000.0,0.0,55.0,-80.29987915780595,989.2319493845043,0.0,14.0,14.0,0.0,14.0,27.859527213705952,21.0,0.0,4.5100929051033765,12.766141587020563,5.361406379821698,-13.929763606852976,-63.0,0.0,-1.3530278715310131,-2.553228317404114,0.5361406379821697,0.0
FIFO,normal,normal,True,normal_normal,3,90003,58.0,4.0,54.0,0.06896551724137931,1019.9381929770318,1.0,3345.491194049677,30870.0,90003.0,10000.0,0.0,58.0,-187.14306965944036,1541.9685478713318,0.0,54.0,54.0,0.0,54.0,4.079752771908128,57.0,0.0,25.051117152638792,33.454911940496764,1.031242604047297,-2.039876385954064,-171.0,0.0,-7.515335145791637,-6.6909823880993535,0.10312426040472973,0.0
RoundRobin,normal,normal,True,normal_normal,3,90003,58.0,33.0,25.0,0.5689655172413793,775.0477504360117,0.9696969696969697,1958.3313773875213,16660.0,90003.0,10000.0,0.0,58.0,-109.60836549797607,1374.0446731327602,1.0,25.0,26.0,0.0,25.0,25.576575764388384,30.5,0.0,6.413481795297894,19.58331377387521,5.2062967758254155,-12.788287882194192,-91.5,0.0,-1.924044538589368,-3.9166627547750426,0.5206296775825415,0.0
Random,normal,normal,True,normal_normal,3,90003,58.0,31.0,27.0,0.5344827586206896,836.7453432822089,1.0,1837.5822199664235,15530.0,90003.0,10000.0,0.0,58.0,-115.97701575061768,1456.1998948901996,0.0,27.0,27.0,0.0,27.0,25.93910564174847,32.5,0.0,7.89546008652609,18.37582219966424,5.363395361472077,-12.969552820874235,-97.5,0.0,-2.368638025957826,-3.675164439932847,0.536339536147208,0.0
Greedy,normal,normal,True,normal_normal,3,90003,58.0,41.0,17.0,0.7068965517241379,866.008739661949,1.0,1478.6892815708632,11760.0,90003.0,10000.0,0.0,58.0,-94.01877554299587,1566.1467141237817,0.0,17.0,17.0,0.0,17.0,35.50635832613992,24.0,0.0,6.4589585437042345,14.786892815708633,6.2946974632709045,-17.75317916306996,-72.0,0.0,-1.9376875631112696,-2.9573785631417264,0.6294697463270907,0.0
ECT,normal,normal,True,normal_normal,3,90003,58.0,49.0,9.0,0.8448275862068966,729.3860380205955,1.0,1406.0483473485733,10970.0,90003.0,10000.0,0.0,58.0,-62.41320013984881,1169.583216018148,0.0,9.0,9.0,0.0,9.0,35.73991586300917,13.5,0.0,6.620994957946127,14.06048347348573,7.551529737367665,-17.869957931504587,-40.5,0.0,-1.9862984873838392,-2.812096694697146,0.7551529737367664,0.0
PPO,normal,normal,True,normal_normal,3,90003,58.0,48.0,10.0,0.8275862068965517,735.9684227768712,1.0,1402.8653583356147,10970.0,90003.0,10000.0,0.0,58.0,-63.597294536808484,1284.8162727447104,0.0,10.0,10.0,0.0,10.0,35.32648429328982,14.0,0.0,6.118283374952578,14.028653583356146,7.071633389934462,-17.66324214664491,-42.0,0.0,-1.8354850124857733,-2.805730716671229,0.7071633389934461,0.0
FIFO,normal,normal,True,normal_normal,4,90004,53.0,4.0,49.0,0.07547169811320754,1499.24763112268,1.0,3602.7953460261115,33410.0,90004.0,10000.0,0.0,53.0,-167.90371655116866,2354.2354014300017,0.0,49.0,49.0,0.0,49.0,5.9969905244907205,50.5,0.0,20.77449368641777,36.02795346026112,0.32717509054244825,-2.9984952622453602,-151.5,0.0,-6.232348105925331,-7.205590692052223,0.03271750905424482,0.0
RoundRobin,normal,normal,True,normal_normal,4,90004,53.0,32.0,21.0,0.6037735849056604,895.2029683594319,1.0,2111.247973039006,18160.0,90004.0,10000.0,0.0,53.0,-90.90174353054715,1399.9647686652563,0.0,21.0,21.0,0.0,21.0,28.646494987501818,23.5,0.0,7.8016947127984615,21.112479730390064,4.845083231212924,-14.323247493750909,-70.5,0.0,-2.3405084138395384,-4.222495946078013,0.48450832312129255,0.0
Random,normal,normal,True,normal_normal,4,90004,53.0,28.0,25.0,0.5283018867924528,808.2357884961948,1.0,2412.7171991452965,21360.0,90004.0,10000.0,0.0,53.0,-109.1720814805669,1303.1268600965036,0.0,25.0,25.0,0.0,25.0,22.63060207789345,30.5,0.0,6.236287159852603,24.12717199145296,3.395401046262184,-11.315301038946725,-91.5,0.0,-1.8708861479557812,-4.825434398290593,0.3395401046262183,0.0
Greedy,normal,normal,True,normal_normal,4,90004,53.0,33.0,20.0,0.6226415094339622,933.7867504540473,1.0,1344.6611110769331,11060.0,90004.0,10000.0,0.0,53.0,-90.59355243362272,1325.6415289117267,0.0,20.0,20.0,0.0,20.0,30.814962764983562,24.0,0.0,3.1562891252661607,13.446611110769332,4.501379086027728,-15.407481382491781,-72.0,0.0,-0.9468867375798478,-2.6893222221538657,0.4501379086027729,0.0
ECT,normal,normal,True,normal_normal,4,90004,53.0,40.0,13.0,0.7547169811320755,800.4479106485071,1.0,1332.4104288373414,10740.0,90004.0,10000.0,0.0,53.0,-78.16341577944517,1099.2906328952777,0.0,13.0,13.0,0.0,13.0,32.017916425940285,19.5,0.0,5.111959995751801,13.324104288373412,5.439512899252012,-16.008958212970143,-58.5,0.0,-1.53358799872554,-2.664820857674682,0.5439512899252015,0.0
PPO,normal,normal,True,normal_normal,4,90004,53.0,40.0,13.0,0.7547169811320755,806.9990024057547,1.0,1330.8974208107093,10740.0,90004.0,10000.0,0.0,53.0,-78.17260555681801,1079.3973591324934,0.0,13.0,13.0,0.0,13.0,32.279960096230184,19.5,0.0,4.751531887253472,13.308974208107093,5.546288990945664,-16.139980048115092,-58.5,0.0,-1.4254595661760414,-2.6617948416214183,0.5546288990945666,0.0
FIFO,normal,normal,True,normal_normal,5,90005,47.0,2.0,45.0,0.0425531914893617,2020.3333839163945,1.0,2443.8544527124673,22630.0,90005.0,10000.0,0.0,47.0,-138.51918844268033,2263.8132586530887,0.0,45.0,45.0,0.0,45.0,4.040666767832789,42.5,0.0,13.950910089746502,24.438544527124673,0.7412687358494834,-2.0203333839163946,-127.5,0.0,-4.185273026923951,-4.887708905424935,0.07412687358494835,0.0
RoundRobin,normal,normal,True,normal_normal,5,90005,47.0,38.0,9.0,0.8085106382978723,770.147638383301,0.9736842105263158,1437.9557723192802,11470.0,90005.0,10000.0,0.0,47.0,-55.27474497354798,1326.1842019344697,1.0,9.0,10.0,0.0,9.0,29.265610258565438,12.0,0.0,7.21329513526046,14.3795577231928,3.9796024095143636,-14.632805129282719,-36.0,0.0,-2.1639885405781385,-2.875911544638561,0.39796024095143645,0.0
Random,normal,normal,True,normal_normal,5,90005,47.0,29.0,18.0,0.6170212765957447,792.1408764384914,0.9655172413793104,1484.3318404973927,12340.0,90005.0,10000.0,0.0,47.0,-79.42985276600169,1341.3946000526032,1.0,18.0,19.0,0.0,18.0,22.972085416716254,21.0,0.0,7.735165765340695,14.843318404973928,3.4540335295344575,-11.486042708358127,-63.0,0.0,-2.3205497296022077,-2.968663680994785,0.34540335295344604,0.0
Greedy,normal,normal,True,normal_normal,5,90005,47.0,37.0,10.0,0.7872340425531915,811.3891749624528,1.0,1332.0642736575287,10570.0,90005.0,10000.0,0.0,47.0,-59.55764649734087,1364.683305522846,0.0,10.0,10.0,0.0,10.0,30.021399473610753,13.5,0.0,5.937179533559899,13.320642736575287,3.983356468475435,-15.010699736805377,-40.5,0.0,-1.78115386006797,-2.664128547315057,0.39833564684754347,0.0
ECT,normal,normal,True,normal_normal,5,90005,47.0,44.0,3.0,0.9361702127659575,656.1322096503353,0.9545454545454546,1311.4117995373683,10440.0,90005.0,10000.0,0.0,47.0,-41.687451347524856,1037.0009214503582,2.0,3.0,5.0,0.0,3.0,28.869817224614753,8.0,0.0,3.4869526701300484,13.114117995373684,4.16366664896264,-14.434908612307376,-24.0,0.0,-1.0460858010390148,-2.622823599074737,0.416366664896264,0.0
PPO,normal,normal,True,normal_normal,5,90005,47.0,44.0,3.0,0.9361702127659575,667.4958460139716,0.9772727272727273,1315.3693984303104,10440.0,90005.0,10000.0,0.0,47.0,-36.007153404946195,1109.451384875432,1.0,3.0,4.0,0.0,3.0,29.369817224614756,6.0,0.0,3.6863281963788936,13.153693984303104,4.143924631354685,-14.684908612307378,-18.0,0.0,-1.105898458913668,-2.63073879686062,0.4143924631354686,0.0
FIFO,normal,normal,True,normal_normal,6,90006,55.0,3.0,52.0,0.05454545454545454,1000.3773159832022,1.0,2899.1080338226902,26900.0,90006.0,10000.0,0.0,55.0,-194.9860348356146,1961.5003327316097,0.0,52.0,52.0,0.0,52.0,3.001131947949606,60.5,0.0,20.718965825448777,28.991080338226904,0.2843695364021592,-1.500565973974803,-181.5,0.0,-6.215689747634634,-5.798216067645381,0.028436953640215923,0.0
RoundRobin,normal,normal,True,normal_normal,6,90006,55.0,29.0,26.0,0.5272727272727272,735.9366476074717,1.0,1714.5505778366785,14590.0,90006.0,10000.0,0.0,55.0,-110.00839800218948,1111.0052322478753,0.0,26.0,26.0,0.0,26.0,21.342162780616682,31.5,0.0,5.906557461974658,17.14550577836679,3.6375178238462857,-10.671081390308341,-94.5,0.0,-1.7719672385923988,-3.4291011556733566,0.3637517823846287,0.0
Random,normal,normal,True,normal_normal,6,90006,55.0,28.0,27.0,0.509090909090909,741.9111000812178,0.9642857142857143,1909.6524352081242,16450.0,90006.0,10000.0,0.0,55.0,-125.43326031248768,1212.7810667197882,1.0,27.0,28.0,0.0,27.0,20.773510802274096,36.5,0.0,6.8857181880883225,19.096524352081243,3.3851541549212265,-10.386755401137048,-109.5,0.0,-2.0657154564264966,-3.8193048704162478,0.33851541549212283,0.0
Greedy,normal,normal,True,normal_normal,6,90006,55.0,28.0,27.0,0.509090909090909,729.3752103206932,1.0,1341.7679029059102,11000.0,90006.0,10000.0,0.0,55.0,-124.78237221207159,1078.4143881590178,0.0,27.0,27.0,0.0,27.0,20.422505888979416,37.0,0.0,4.368732899377902,13.417679029059103,4.230364080433072,-10.211252944489708,-111.0,0.0,-1.3106198698133702,-2.6835358058118204,0.4230364080433073,0.0
ECT,normal,normal,True,normal_normal,6,90006,55.0,46.0,9.0,0.8363636363636363,679.2139549993448,1.0,1329.4231742235324,10500.0,90006.0,10000.0,0.0,55.0,-67.20668221241925,918.8670184227828,0.0,9.0,9.0,0.0,9.0,31.243841929969857,16.0,0.0,4.849489841094481,13.294231742235327,5.289320533410771,-15.621920964984929,-48.0,0.0,-1.4548469523283443,-2.658846348447064,0.5289320533410771,0.0
PPO,normal,normal,True,normal_normal,6,90006,55.0,46.0,9.0,0.8363636363636363,675.7356941297796,1.0,1329.932453266158,10500.0,90006.0,10000.0,0.0,55.0,-67.05876336591956,945.6337902439543,0.0,9.0,9.0,0.0,9.0,31.083841929969857,16.0,0.0,4.671169614184952,13.299324532661585,5.443733898531555,-15.541920964984929,-48.0,0.0,-1.4013508842554858,-2.6598649065323157,0.5443733898531556,0.0
FIFO,normal,normal,True,normal_normal,7,90007,46.0,0.0,46.0,0.0,0.0,0.0,2753.481518017322,25700.0,90007.0,10000.0,0.0,46.0,-155.2130334157747,0.0,0.0,46.0,46.0,0.0,46.0,0.0,48.5,0.0,14.045151990409945,27.534815180173215,0.07475217382916378,0.0,-145.5,0.0,-4.213545597122984,-5.506963036034643,0.007475217382916379,0.0
RoundRobin,normal,normal,True,normal_normal,7,90007,46.0,26.0,20.0,0.5652173913043478,750.9742553651024,1.0,1562.06133943473,13410.0,90007.0,10000.0,0.0,46.0,-85.77529654510163,1357.607536753658,0.0,20.0,20.0,0.0,20.0,19.52533063949266,24.0,0.0,3.667442793662918,15.620613394347298,2.1172429161302526,-9.76266531974633,-72.0,0.0,-1.1002328380988753,-3.124122678869461,0.21172429161302528,0.0
Random,normal,normal,True,normal_normal,7,90007,46.0,28.0,18.0,0.6086956521739131,741.4718146859537,1.0,1705.148588335142,14780.0,90007.0,10000.0,0.0,46.0,-79.9092452968855,1189.0012616640877,0.0,18.0,18.0,0.0,18.0,20.76121081120671,21.5,0.0,6.033323792804859,17.051485883351422,1.9165442322959378,-10.380605405603355,-64.5,0.0,-1.8099971378414583,-3.4102971766702836,0.19165442322959386,0.0
Greedy,normal,normal,True,normal_normal,7,90007,46.0,27.0,19.0,0.5869565217391305,812.3039736791242,1.0,1326.4120014446682,11120.0,90007.0,10000.0,0.0,46.0,-83.30037766585556,1477.9768450692927,0.0,19.0,19.0,0.0,19.0,21.932207289336354,23.0,0.0,3.126079095837326,13.264120014446682,2.563737104531237,-10.966103644668177,-69.0,0.0,-0.9378237287511973,-2.652824002889337,0.2563737104531237,0.0
ECT,normal,normal,True,normal_normal,7,90007,46.0,40.0,6.0,0.8695652173913043,684.5179171836538,1.0,1296.0073171878346,10700.0,90007.0,10000.0,0.0,46.0,-43.88647031720716,997.3494448258914,0.0,6.0,6.0,0.0,6.0,27.380716687346155,9.0,0.0,3.105430966557767,12.960073171878346,3.2753195080892525,-13.690358343673077,-27.0,0.0,-0.9316292899673295,-2.5920146343756696,0.3275319508089251,0.0
PPO,normal,normal,True,normal_normal,7,90007,46.0,39.0,7.0,0.8478260869565217,685.3627213867846,1.0,1300.3909983116216,10700.0,90007.0,10000.0,0.0,46.0,-46.69996864279637,1018.805094849023,0.0,7.0,7.0,0.0,7.0,26.7291461340846,10.0,0.0,3.557085190714478,13.003909983116214,3.3251197808350943,-13.3645730670423,-30.0,0.0,-1.0671255572143432,-2.600781996623243,0.33251197808350935,0.0
FIFO,normal,normal,True,normal_normal,8,90008,61.0,3.0,58.0,0.04918032786885246,1268.146588098308,1.0,3324.0387952172455,30850.0,90008.0,10000.0,0.0,61.0,-184.29243632247756,1535.894701567346,0.0,58.0,58.0,0.0,58.0,3.8044397642949246,56.0,0.0,26.0223059848379,33.240387952172455,0.6455294555575207,-1.9022198821474623,-168.0,0.0,-7.806691795451371,-6.648077590434491,0.06455294555575207,0.0
RoundRobin,normal,normal,True,normal_normal,8,90008,61.0,42.0,19.0,0.6885245901639344,785.7513871102918,1.0,1558.3303735716206,12380.0,90008.0,10000.0,0.0,61.0,-88.64246571399663,1272.9185000879356,0.0,19.0,19.0,0.0,19.0,33.001558258632265,22.5,0.0,7.632290884250686,15.58330373571621,7.6466142773794825,-16.500779129316133,-67.5,0.0,-2.2896872652752056,-3.116660747143242,0.764661427737948,0.0
Random,normal,normal,True,normal_normal,8,90008,61.0,38.0,23.0,0.6229508196721312,872.411289347509,0.9736842105263158,1539.9735078738624,12190.0,90008.0,10000.0,0.0,61.0,-106.94409046425503,1563.9543377874518,1.0,23.0,24.0,0.0,23.0,33.15162899520534,28.5,0.0,8.30835394745535,15.399735078738622,7.041772333320024,-16.57581449760267,-85.5,0.0,-2.4925061842366056,-3.0799470157477247,0.7041772333320023,0.0
Greedy,normal,normal,True,normal_normal,8,90008,61.0,44.0,17.0,0.7213114754098361,844.3874338881316,1.0,1403.2355912266219,10890.0,90008.0,10000.0,0.0,61.0,-91.77819923638214,1419.6810107819886,0.0,17.0,17.0,0.0,17.0,37.15304709107779,23.0,0.0,6.8398012723336,14.03235591226622,6.5673587331006305,-18.576523545538894,-69.0,0.0,-2.05194038170008,-2.8064711824532433,0.6567358733100633,0.0
ECT,normal,normal,True,normal_normal,8,90008,61.0,52.0,9.0,0.8524590163934426,730.8452429872274,1.0,1433.6328141793933,10820.0,90008.0,10000.0,0.0,61.0,-68.07517302323738,1187.7417319227723,0.0,9.0,9.0,0.0,9.0,38.00395263533582,15.0,0.0,6.918004740589771,14.336328141793924,8.694703449662503,-19.00197631766791,-45.0,0.0,-2.075401422176932,-2.867265628358787,0.8694703449662499,0.0
PPO,normal,normal,True,normal_normal,8,90008,61.0,52.0,9.0,0.8524590163934426,718.9221660641505,1.0,1428.3303990254296,10820.0,90008.0,10000.0,0.0,61.0,-67.95497622912376,1069.7992862922115,0.0,9.0,9.0,0.0,9.0,37.383952635335824,15.0,0.0,7.574546507451194,14.283303990254296,8.660248388303408,-18.691976317667912,-45.0,0.0,-2.272363952235359,-2.8566607980508594,0.8660248388303409,0.0
FIFO,normal,normal,True,normal_normal,9,90009,60.0,5.0,55.0,0.08333333333333333,1113.0709160619137,1.0,3282.1471408792368,30270.0,90009.0,10000.0,0.0,60.0,-193.56884573541754,1357.9046136927473,0.0,55.0,55.0,0.0,55.0,5.5653545803095685,58.5,0.0,29.511584959491195,32.82147140879237,1.3160132434306158,-2.7826772901547843,-175.5,0.0,-8.853475487847358,-6.564294281758475,0.1316013243430616,0.0
RoundRobin,normal,normal,True,normal_normal,9,90009,60.0,37.0,23.0,0.6166666666666667,803.9242830648785,0.972972972972973,2154.6173549805085,18520.0,90009.0,10000.0,0.0,60.0,-106.28644231097653,1389.3729299205104,1.0,23.0,24.0,0.0,23.0,29.745198473400503,28.5,0.0,7.199973900498989,21.546173549805083,5.55383805834474,-14.872599236700252,-85.5,0.0,-2.1599921701496974,-4.309234709961016,0.555383805834474,0.0
Random,normal,normal,True,normal_normal,9,90009,60.0,35.0,25.0,0.5833333333333334,784.0175530056808,1.0,2198.731725339258,18820.0,90009.0,10000.0,0.0,60.0,-107.46341636311689,1195.018300041594,0.0,25.0,25.0,0.0,25.0,27.440614355198825,28.5,0.0,14.384587443421816,21.98731725339258,4.697304981876166,-13.720307177599413,-85.5,0.0,-4.315376233026547,-4.397463450678516,0.46973049818761636,0.0
Greedy,normal,normal,True,normal_normal,9,90009,60.0,39.0,21.0,0.65,855.9492610992563,0.9743589743589743,1359.921137780376,10720.0,90009.0,10000.0,0.0,60.0,-108.99050741118536,1391.111808352605,1.0,21.0,22.0,0.0,21.0,33.38202118287099,29.5,0.0,5.367537992690991,13.599211377803762,5.306068536181671,-16.691010591435496,-88.5,0.0,-1.610261397807297,-2.719842275560752,0.5306068536181667,0.0
ECT,normal,normal,True,normal_normal,9,90009,60.0,54.0,6.0,0.9,743.0165439240112,0.9814814814814815,1314.9011111537693,10050.0,90009.0,10000.0,0.0,60.0,-59.763475339598976,1223.9561786222612,1.0,6.0,7.0,0.0,6.0,40.12289337189661,12.0,0.0,6.009219971150381,13.149011111537696,7.305395600020021,-20.061446685948304,-36.0,0.0,-1.8027659913451148,-2.629802222307539,0.7305395600020022,0.0
PPO,normal,normal,True,normal_normal,9,90009,60.0,52.0,8.0,0.8666666666666667,727.2015184814155,0.9807692307692307,1320.7535835053345,10050.0,90009.0,10000.0,0.0,60.0,-63.168523387009536,1168.3231692605216,1.0,8.0,9.0,0.0,8.0,37.8144789610336,13.5,0.0,6.133602450179691,13.207535835053346,7.203039955718233,-18.9072394805168,-40.5,0.0,-1.8400807350539075,-2.6415071670106696,0.7203039955718233,0.0
FIFO,normal,normal,True,normal_normal,10,90010,42.0,2.0,40.0,0.047619047619047616,1214.160049969957,1.0,2490.5069758528966,23180.0,90010.0,10000.0,0.0,42.0,-136.1958247053981,1751.8150820825474,0.0,40.0,40.0,0.0,40.0,2.4283200999399144,42.0,0.0,13.45748899005381,24.905069758528967,0.3659599329378405,-1.2141600499699572,-126.0,0.0,-4.037246697016142,-4.981013951705794,0.03659599329378406,0.0
RoundRobin,normal,normal,True,normal_normal,10,90010,42.0,28.0,14.0,0.6666666666666666,700.0816385247051,1.0,1597.6074054144535,13720.0,90010.0,10000.0,0.0,42.0,-69.50679944875583,1100.3000505642979,0.0,14.0,14.0,0.0,14.0,19.60228587869174,18.5,0.0,4.1392662758562295,15.97607405414454,2.3133818417582757,-9.80114293934587,-55.5,0.0,-1.2417798827568691,-3.195214810828907,0.23133818417582752,0.0
